"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1356018754552000521","https://twitter.com/OldTechAdverts/status/1356018754552000521","The Official Player's guide for Sonic the Hedgehog. Wondering what is so special with this guide for it to be officially endorsed by #Sega?
https://t.co/BFdeyumI0t
#Retrogames https://t.co/yfTB4lSoJt","2021-01-31 23:17 +0000","364.0","21.0","0.057692307692307696","1.0","0.0","3.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","14","14","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1355988561615593473","https://twitter.com/OldTechAdverts/status/1355988561615593473","Vista has a floppy drive controller for the #Apple https://t.co/dnr6P0QxUZ interfaces to 8"" floppy drives. Vista also has boards for TRS80 and S-100 computers.
https://t.co/XkykZQQ52Z
#Retrocomputing #S100 https://t.co/xPtemB2BV4","2021-01-31 21:17 +0000","461.0","30.0","0.0650759219088937","3.0","0.0","3.0","1.0","1.0","0.0","2.0","0.0","0","0","0","0","0","20","20","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1355974375376347139","https://twitter.com/OldTechAdverts/status/1355974375376347139","@trusteft Hope they have selected the best 20 levels for the Vic20.","2021-01-31 20:20 +0000","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1355971304801841168","https://twitter.com/OldTechAdverts/status/1355971304801841168","RUN Magazine 1984 October edition
https://t.co/pvKn37ITC1
#Commodore64 #retrocomputing #Vic20
.png https://t.co/qxEoVv4OOP","2021-01-31 20:08 +0000","863.0","59.0","0.06836616454229433","6.0","0.0","10.0","6.0","2.0","0.0","8.0","0.0","0","0","0","0","0","27","27","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1355971102317674498","https://twitter.com/OldTechAdverts/status/1355971102317674498","@petaluma I think you did the right thing and have dodged that bullet. It doesn't really send the message of trust in the work place, does it?","2021-01-31 20:07 +0000","11.0","2.0","0.18181818181818182","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1355969733129072645","https://twitter.com/OldTechAdverts/status/1355969733129072645","Jan 2021 is almost over. Let's celebrate it with the repost of the month's most popular advert of this lock on the #AppleMac. Enjoy!

#Retrocomputing #Apple https://t.co/cYPff2nFA3","2021-01-31 20:02 +0000","440.0","4.0","0.00909090909090909","1.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1355964041139728386","https://twitter.com/OldTechAdverts/status/1355964041139728386","@geoff_suniga Make my head spin when I see these types of auctions or sales. I think they have been watching too many episodes of Antique Roadshow.","2021-01-31 19:39 +0000","115.0","1.0","0.008695652173913044","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1355953125962756099","https://twitter.com/OldTechAdverts/status/1355953125962756099","@JudgeDrokk I thought I chucked this out for an Atari 800 yesterday, why is it back here?","2021-01-31 18:56 +0000","184.0","2.0","0.010869565217391304","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1355928152925724672","https://twitter.com/OldTechAdverts/status/1355928152925724672","Gridrunner is shoot'em up. Has 32 levels but only 20 levels on the #VIC20. 
https://t.co/zA4FHtWMFF
#Retrogames #Atari #Commodore64 https://t.co/GpxMI8zgJ9","2021-01-31 17:17 +0000","478.0","25.0","0.05230125523012552","2.0","1.0","5.0","0.0","2.0","0.0","4.0","0.0","0","0","0","0","0","11","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1355897958013743104","https://twitter.com/OldTechAdverts/status/1355897958013743104","Electrovice microphone in an exploded view. Both are wired and have very similar construction.
https://t.co/vaBa5TM3oR
#Retrotech #Electronics #audiophile https://t.co/xv2dW4RQcg","2021-01-31 15:17 +0000","368.0","25.0","0.06793478260869565","1.0","0.0","5.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","18","18","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
