"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1366165615975821312","https://twitter.com/OldTechAdverts/status/1366165615975821312","Antic Magazine from 1982
https://t.co/KTW3v4E3fb
#Atari8bit #8bitlove #retrocomputing #retrogames https://t.co/pzTtFxJsR3","2021-02-28 23:17 +0000","404.0","25.0","0.06188118811881188","1.0","1.0","6.0","2.0","0.0","0.0","2.0","0.0","0","0","0","0","0","13","13","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1366163834000572424","https://twitter.com/OldTechAdverts/status/1366163834000572424","The modems are made by Anchor Automation. Still need an Atari 850 interface box.
https://t.co/kOMIvjE2br
#Atari8bit #8bitlove #retrocomputing #retrogames https://t.co/lh0KdoFdKo","2021-02-28 23:10 +0000","384.0","17.0","0.044270833333333336","1.0","1.0","3.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","11","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1366152189358600199","https://twitter.com/OldTechAdverts/status/1366152189358600199","@KevEdwardsRetro @michaelberry I did a semester at uni on the 68K and also remember it to be easier to use than the x86. Although, I have forgotten most of it now.","2021-02-28 22:23 +0000","163.0","5.0","0.03067484662576687","0.0","1.0","3.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1366135422531829765","https://twitter.com/OldTechAdverts/status/1366135422531829765","Looks like a pretty intense shoot'em up. The graphic and artwork looks pretty detailed.
https://t.co/o1hpDxc1Pt
#bbcacorn #retrogaming #retrocomputing https://t.co/VT8KRM8004","2021-02-28 21:17 +0000","389.0","29.0","0.07455012853470437","1.0","0.0","4.0","0.0","1.0","0.0","4.0","0.0","0","0","0","0","0","19","19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1366134432898375682","https://twitter.com/OldTechAdverts/status/1366134432898375682","@OhioScientific I think player missile the name #Atari used for their games animations of player and a missile.","2021-02-28 21:13 +0000","64.0","13.0","0.203125","0.0","1.0","0.0","0.0","0.0","0.0","8.0","0.0","0","0","0","0","0","4","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1366105252345315343","https://twitter.com/OldTechAdverts/status/1366105252345315343","This product is called pm Animator. I wonder what the pm stands for.
https://t.co/9sSpvUiYQu
#Atari8bit #8bitlove #retrocomputing #retrogames https://t.co/nkh3DTP45q","2021-02-28 19:17 +0000","557.0","35.0","0.06283662477558348","1.0","2.0","4.0","0.0","0.0","0.0","4.0","0.0","0","0","0","0","0","24","24","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1366075024331915273","https://twitter.com/OldTechAdverts/status/1366075024331915273","On-Line Systems is a good name for a software company. That rat on the bottom left hand corner is looking pretty mean.
https://t.co/NDeBOqZvPf
#Atari8bit #8bitlove #retrocomputing #retrogames https://t.co/Rjmik0f05o","2021-02-28 17:17 +0000","514.0","35.0","0.06809338521400778","2.0","2.0","5.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","24","24","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1366044824659443714","https://twitter.com/OldTechAdverts/status/1366044824659443714","From Acorn User Feb 1993 Issue.
https://t.co/qECwgF1KqU
#bbcacorn https://t.co/40pnFf1x2F","2021-02-28 15:17 +0000","434.0","26.0","0.059907834101382486","2.0","0.0","4.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","19","19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1366014620134043648","https://twitter.com/OldTechAdverts/status/1366014620134043648","Antic Magazine from 1982
https://t.co/wuov0rQ1OE
#Atari8bit #8bitlove #retrocomputing #retrogames https://t.co/ED8OMtJU1D","2021-02-28 13:17 +0000","338.0","10.0","0.029585798816568046","2.0","0.0","3.0","0.0","0.0","1.0","0.0","0.0","0","0","0","0","0","4","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365984432893669380","https://twitter.com/OldTechAdverts/status/1365984432893669380","Compute! Magazine was a really popular magazines. The content is always very good.
https://t.co/BDut8gWBsZ
#Atari8bit #8bitlove #retrocomputing #retrogames https://t.co/dyozBfWvl3","2021-02-28 11:17 +0000","351.0","11.0","0.03133903133903134","1.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","7","7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365954228208951297","https://twitter.com/OldTechAdverts/status/1365954228208951297","Antic Magazine from 1982
https://t.co/KTW3v4E3fb
#Atari8bit #8bitlove #retrocomputing #retrogames https://t.co/H1EQZVjhNJ","2021-02-28 09:17 +0000","328.0","11.0","0.03353658536585366","1.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","5","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365950116046245890","https://twitter.com/OldTechAdverts/status/1365950116046245890","@mfitzp @MOS_8502 @makerhacks I think the youtubers get paid via the Youtube adverts rather than Patreon.","2021-02-28 09:01 +0000","32.0","3.0","0.09375","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365924025063641089","https://twitter.com/OldTechAdverts/status/1365924025063641089","Antic Magazine from 1982
https://t.co/6QnVL7K89w
#Atari8bit #8bitlove #retrocomputing #retrogames https://t.co/Nf3bJOmUfR","2021-02-28 07:17 +0000","293.0","46.0","0.15699658703071673","0.0","0.0","3.0","0.0","0.0","0.0","8.0","0.0","0","0","0","0","0","35","35","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365907373903269888","https://twitter.com/OldTechAdverts/status/1365907373903269888","@makerhacks @MOS_8502 Maybe I am wrong, but I think it is will be extremely difficult to generate a livable income from the retro stuff.","2021-02-28 06:11 +0000","46.0","3.0","0.06521739130434782","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365893829971357700","https://twitter.com/OldTechAdverts/status/1365893829971357700","From Acorn User Mar 1993 Issue.Graphic card with quite a few resolution and colour depth.
https://t.co/Kt40gh1DRN
#bbcacorn #electronics #retrocommputing https://t.co/CBZn5zYs0w","2021-02-28 05:17 +0000","350.0","22.0","0.06285714285714286","1.0","0.0","5.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","14","14","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365863648447651840","https://twitter.com/OldTechAdverts/status/1365863648447651840","RUN Magazine 1984 October edition
https://t.co/pvKn37ITC1
#Commodore64 #retrocomputing #Vic20 https://t.co/jeZ9lr77cI","2021-02-28 03:17 +0000","371.0","29.0","0.07816711590296496","1.0","0.0","6.0","0.0","0.0","0.0","5.0","0.0","0","0","0","0","0","17","17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365833430315974657","https://twitter.com/OldTechAdverts/status/1365833430315974657","Bold claim on this advert. It is guarantee to educate or you don't hae to pay
https://t.co/ZHTTHTa0Ht
#bbcacorn #educational #retrocomputing https://t.co/IF13n6ZLR0","2021-02-28 01:17 +0000","463.0","25.0","0.05399568034557235","2.0","0.0","6.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","15","15","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365803237568376834","https://twitter.com/OldTechAdverts/status/1365803237568376834","Cumana world of ROM is a SCSI CD-ROM drive. Also has 6 excellent CD-ROM titles, incl the bible and the entire works of Sherlock Holmes.
https://t.co/SfvFFsdkKJ
#bbcacorn #retrocomputing https://t.co/cBPiRtNTOx","2021-02-27 23:17 +0000","458.0","22.0","0.048034934497816595","2.0","0.0","7.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","11","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365773022326587400","https://twitter.com/OldTechAdverts/status/1365773022326587400","Crystal directly from the manufacturer. Mostly for the #CBradio market.
https://t.co/beu6wvPvVu
#radio electronics https://t.co/mnikAEhAJx","2021-02-27 21:17 +0000","347.0","20.0","0.05763688760806916","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","16","16","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1365742837426507784","https://twitter.com/OldTechAdverts/status/1365742837426507784","From Acorn User Feb 1993 Issue.
https://t.co/qECwgF1KqU
#bbcacorn https://t.co/7N4D8eyhxc","2021-02-27 19:17 +0000","248.0","4.0","0.016129032258064516","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
